"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11967572","TOUCH OF KLASS A. L. F. INC","PLANTATION","Broward","6","0","0","$0.00","8","0","0","7","1","0","1","3rd Party Part-Time","4","Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967574","TINA'S ALF","SARASOTA","Sarasota","6","0","0","$0.00","5","0","0","3","2","0","NR","NR","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967575","EXCELLENT GRANDPARENT PLACE, INC","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967577","CALVINELLE ADULT HOME ALF #2","MIAMI","Miami-Dade","12","2","3","$10,000.00","15","0","3","12","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11967581","PUTNAM CAREGIVERS LLC","PALATKA","Putnam","6","1","0","$0.00","7","0","0","4","0","3","2","3rd Party 24hr|3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Gardening|Shopping|Social Events/Outings","NR","NR"
"11967583","NOELITO ASSISTED LIVING COMPANY","MIAMI","Miami-Dade","6","0","1","$400.00","11","0","0","11","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967584","YOUR HOUSE ALF","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","4","Arts and Crafts|Games/Cards|Music Programs|Shopping","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967585","MP DIVERSIFIED SERVICES CORP","MIAMI","Miami-Dade","12","0","1","$750.00","2","0","0","2","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967587","BRENNITY AT MELBOURNE (THE)","MELBOURNE","Brevard","96","12","13","$61,500.00","66","0","5","57","0","4","1","Direct 24hr","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11967589","ROSIE'S PLACE ALF","PORT ST LUCIE","St. Lucie","6","0","0","$0.00","4","0","0","3","0","1","3","Direct Part-Time|3rd Party 24hr|3rd Party Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings","1","Memory Care"
"11967609","LUBRIN LOVING CARE, INC.","PLANTATION","Broward","6","0","0","$0.00","18","0","0","16","0","2","4","Direct 24hr|Direct Part-Time|3rd Party 24hr|3rd Party Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies|Other","7","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Water Therapy"
"11967621","JARC-RALES CAMPUS","BOCA RATON","Palm Beach","32","0","1","$2,000.00","2","0","0","1","0","1","1","Direct Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Pet Therapy"
"11967626","RESTORED LIVING FACILITY","MIAMI GARDENS","Miami-Dade","5","2","2","$7,000.00","20","0","2","18","0","0","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","4","Occupational Therapy|Physical Therapy|Speech Therapy|Other"
"11967631","BALMORE HOUSE","WEST PALM BEACH","Palm Beach","6","0","0","$0.00","2","0","0","2","0","0","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","1","Other"
"11967632","DLM HOME CARE SERVICES ALF","TAMPA","Hillsborough","6","0","0","$0.00","13","0","0","13","0","0","1","None","5","Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967636","SMALLVILLE II ASSISTED LIVING FACILITY","ORLANDO","Orange","6","0","0","$0.00","2","0","0","2","0","0","1","None","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping","2","Occupational Therapy|Physical Therapy"
"11967641","FLORIDA HOME CARE ALF INC","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","2","Arts and Crafts|Games/Cards","NR","NR"
"11967642","SAINT LAZARUS ASSISTED LIVING INC","TAMPA","Hillsborough","6","1","1","$500.00","7","0","0","7","0","0","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Theater and Movies","2","Memory Care|Pet Therapy"
"11967643","A&J ASSISTED LIVING FACILITY","PALM BAY","Brevard","6","0","0","$0.00","0","0","0","0","0","0","2","Direct 24hr|3rd Party 24hr","5","Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967647","FOUR SEASONS ELDER CARE ALF, INC.","MIAMI LAKES","Miami-Dade","6","0","1","$750.00","6","0","1","5","0","0","1","None","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Shopping|Social Events/Outings","NR","NR"
"11967648","LAKEVIEW SENIOR CARE INC","MIAMI","Miami-Dade","6","0","2","$6,000.00","10","0","2","8","0","0","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967652","THE BRIDGES","RIVERVIEW","Hillsborough","101","6","1","$0.00","16","0","1","15","0","0","1","3rd Party 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Memory Care|Occupational Therapy|Physical Therapy"
"11967655","GV PALM BAY OPCO, LLC","PALM BAY","Brevard","60","2","2","$5,500.00","6","0","1","4","0","1","NR","NR","NR","NR","NR","NR"
"11967657","WATER'S EDGE OF LAKE WALES","LAKE WALES","Polk","60","1","0","$0.00","2","0","0","2","0","0","2","Direct 24hr|Direct Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","6","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11967658","GREYNOLDS ASSISTED LIVING FACILITY LLC","SPRING HILL","Hernando","5","1","1","$1,000.00","5","0","0","3","0","2","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Theater and Movies","1","Memory Care"
"11967659","BAXTER'S ADULT LIVING FACILITY, INC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","10","0","0","5","5","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping","NR","NR"
"11967667","OAK VALLEY ASSISTED LIVING FACILITY","VERNON","Washington","21","0","0","$0.00","4","0","0","4","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967668","NINI'S TLC CORP","TAMPA","Hillsborough","6","0","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Theater and Movies","2","Memory Care|Pet Therapy"
"11967672","VILLA MARGO VII, INC.","MIAMI","Miami-Dade","8","0","0","$0.00","0","0","0","0","0","0","1","None","4","Arts and Crafts|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967674","TROPICAL GARDEN VILLAS NORTH","LAKE PARK","Palm Beach","16","0","0","$0.00","13","0","0","10","2","1","2","3rd Party 24hr|3rd Party Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings","1","Other"
"11967675","WINDSOR AT OCALA","OCALA","Marion","94","1","0","$0.00","1","0","0","1","0","0","1","Direct Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Other","5","Audiology|Massage Therapy/Spa|Memory Care|Pet Therapy|Physical Therapy"
"11967676","CARING HEARTS ASSISTED LIVING","DAYTONA BEACH","Volusia","6","0","0","$0.00","14","0","0","13","0","1","1","None","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967677","VILLA SERENA V, INC","MIAMI","Miami-Dade","6","0","1","$0.00","4","0","0","4","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Social Events/Outings","NR","NR"
"11967678","GARDENS HOME ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967685","CARING HANDS ASSISTED LIVING II INC","NORTH MIAMI","Miami-Dade","6","0","2","$1,050.00","9","0","0","7","0","2","1","None","3","Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967687","LIFE IS PRECIOUS ASSISTED LIVING LLC","HOLLYWOOD","Broward","6","4","4","$21,250.00","24","2","0","18","2","2","1","Direct 24hr","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967689","THE GENTLE SHEPHERD ASSISTED LIVING FACILITY, INC.","KISSIMMEE","Osceola","6","0","0","$0.00","19","0","0","13","3","3","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs","NR","NR"
"11967691","MIRACLE ALF","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","1","None","3","Arts and Crafts|Exercise Classes|Games/Cards","NR","NR"
"11967692","MIRELLA'S ASSISTED LIVING LLC","TAMPA","Hillsborough","8","0","0","$0.00","10","0","0","10","0","0","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Theater and Movies","2","Memory Care|Pet Therapy"
"11967694","SHARING FACILITY INC","FORT PIERCE","St. Lucie","6","0","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Theater and Movies","NR","NR"
"11967697","SUNRISE OF JACKSONVILLE","JACKSONVILLE","Duval","100","2","1","$0.00","1","0","0","1","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","6","Audiology|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967699","THE GRANDE SENIOR LIVING","BROOKSVILLE","Hernando","162","4","0","$0.00","0","0","0","0","0","0","2","Direct Part-Time|3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Theater and Movies","1","Physical Therapy"
"11967700","RESIDENCIA MARBELLA ALF CORP","MIAMI","Miami-Dade","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party 24hr","7","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","NR","NR"
"11967701","TWO SISTERS ETERNITY CARE, LLC","MIAMI","Miami-Dade","6","0","1","$1,000.00","9","0","1","8","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Music Programs|Social Events/Outings|Other","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967703","RESIDENCE AT PADDOCK PARK II (THE)","WELLINGTON","Palm Beach","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","2","Occupational Therapy|Physical Therapy"
"11967707","COQUINA CAY ALF","NEW SMYRNA BEACH","Volusia","6","0","1","$2,000.00","13","0","0","13","0","0","1","3rd Party 24hr","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967710","WINDSOR AT CAPE CORAL (THE)","CAPE CORAL","Lee","94","3","0","$0.00","1","0","0","1","0","0","NR","NR","NR","NR","NR","NR"
"11967711","DIAZ HOME CARE ALF II, INC.","HOMESTEAD","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","7","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967712","LIFE'S SPECIAL MOMENTS, INC","MIAMI LAKES","Miami-Dade","6","0","1","$2,000.00","9","0","1","8","0","0","1","None","NR","NR","NR","NR"
"11967714","ROCKWELL SENIORS, INC","BOCA RATON","Palm Beach","6","0","3","$1,500.00","8","0","0","5","1","2","1","Direct 24hr","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967715","HIBISCUS PALACE III ASSISTED LIVING FACILITY LLC","ROYAL PLM BCH","Palm Beach","6","0","1","$1,000.00","2","0","0","0","0","2","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Theater and Movies","NR","NR"
"11967718","LEISURE LIVING OF VICTORIA PARK","FORT LAUDERDALE","Broward","16","0","1","$1,000.00","7","0","0","3","2","2","1","3rd Party 24hr","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967720","ROSA'S CARING HEART","GREENVILLE","Madison","6","0","1","$0.00","3","0","0","3","0","0","1","Direct Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings","NR","NR"
"11967721","MI CASA DORADA ASSISTED LIVING FACILITY CORP","MIAMI","Miami-Dade","6","0","1","$4,000.00","0","0","0","0","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967724","MIA'S ADULT CARE ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","6","0","0","5","0","1","1","Direct Part-Time","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967726","PARTIN PLACE","NICEVILLE","Okaloosa","80","2","2","$5,000.00","6","0","1","5","0","0","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","5","Massage Therapy/Spa|Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11967747","TREASURE COAST ALF INC","PORT SAINT LUCIE","St. Lucie","6","1","1","$0.00","5","0","0","2","0","3","1","None","3","Arts and Crafts|Exercise Classes|Games/Cards","NR","NR"
"11967748","WINDSOR OF VENICE","VENICE","Sarasota","94","5","3","$11,000.00","7","0","2","5","0","0","2","Direct Part-Time|3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","5","Audiology|Massage Therapy/Spa|Memory Care|Pet Therapy|Physical Therapy"
"11967749","ANGEL CARE","SAINT PETERSBURG","Pinellas","92","22","15","$58,000.00","48","3","3","39","0","3","2","Direct Part-Time|3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967752","CARMITA'S ASSISTED LIVING FACILITY II LLC","ORLANDO","Orange","6","0","1","$500.00","4","0","0","3","0","1","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967753","VICTORIA'S DEDICATED RETIREMENT HOME II INC","MIAMI","Miami-Dade","14","1","1","$10,000.00","18","0","2","16","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967757","ARY'S ALF CENTER CORP","TAMPA","Hillsborough","6","0","0","$0.00","1","0","0","1","0","0","1","Direct 24hr","3","Arts and Crafts|Games/Cards|Music Programs","NR","NR"
"11967758","GALLOWAY ADULT CARE INC","MIAMI","Miami-Dade","6","0","1","$500.00","7","0","0","7","0","0","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","1","Memory Care"
"11967763","ALF FAMILY CARE II CORP","MIAMI","Miami-Dade","6","1","3","$5,000.00","25","0","3","19","0","3","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967764","GOLDEN AGE FAMILY HOME II, INC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs","NR","NR"
"11967776","SUNSET LOVING CARE II, INC.","MIAMI","Miami-Dade","6","1","1","$400.00","5","0","0","4","0","1","1","None","4","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11967778","VIOLETA HOME INC","MIAMI","Miami-Dade","6","0","0","$0.00","5","0","0","4","1","0","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","2","Occupational Therapy|Physical Therapy"
"11967783","SANCTUARY OF PEACE ALF LLC","TAMPA","Hillsborough","6","2","0","$0.00","3","0","0","3","0","0","1","Direct 24hr","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967788","ARBOR OAKS AT LAKELAND HILLS","LAKELAND","Polk","95","1","2","$3,200.00","13","0","0","12","0","1","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Memory Care"
"11967789","TWO SISTERS ALF,INC.","MIAMI","Miami-Dade","11","0","0","$0.00","3","0","0","3","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967791","BANYAN RESIDENCE ASSISTED LIVING LLC","VENICE","Sarasota","71","1","0","$0.00","2","0","0","2","0","0","1","3rd Party 24hr","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","NR","NR"
"11967793","LIFE AND LOVE ALF","HIALEAH","Miami-Dade","17","0","1","$1,000.00","12","0","0","11","0","1","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967798","MELANIE'S ALF, INC","MIAMI","Miami-Dade","6","0","1","$1,000.00","1","0","0","1","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967802","WINDSOR OF PALM COAST","PALM COAST","Flagler","94","0","0","$0.00","2","0","0","2","0","0","3","Direct 24hr|Direct Part-Time|3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","5","Audiology|Massage Therapy/Spa|Memory Care|Pet Therapy|Physical Therapy"
"11967805","LITTLE HAVANA II","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11967808","VILLA MARGO VI, INC.","MIAMI","Miami-Dade","6","1","3","$7,000.00","20","0","1","15","0","4","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967813","CASSIE'S CASTLE II","ROYAL PALM BEACH","Palm Beach","6","0","0","$0.00","5","0","0","3","2","0","1","Direct 24hr","5","Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
